occ_code,state,median_annual,employment
39-9011,Indiana,29120,8080
39-9011,Iowa,25880,6280
39-9011,Kansas,27200,6280
39-9011,Kentucky,27800,11360
39-9011,Louisiana,21910,10410
39-9011,Maine,34010,4340
39-9011,Maryland,33970,6990
39-9011,Massachusetts,38940,13030
39-9011,Michigan,28860,16850
39-9011,Minnesota,31580,9270
39-9011,Mississippi,21400,4840
39-9011,Missouri,28940,9790
39-9011,Montana,29090,1640
39-9011,Nebraska,29100,9270
39-9011,Nevada,27770,2830
39-9011,New Hampshire,32490,2630
39-9011,New Jersey,31040,19610
39-9011,New Mexico,29280,2180
39-9011,New York,35980,36860
39-9011,North Carolina,29100,11050
39-9011,North Dakota,29210,3880
39-9011,Ohio,27960,13810
39-9011,Oklahoma,25890,7920
39-9011,Oregon,35820,3770
39-9011,Pennsylvania,28410,14780
39-9011,Rhode Island,35170,3390
39-9011,South Carolina,27600,8610
39-9011,South Dakota,26350,2640
39-9011,Tennessee,27470,11620
39-9011,Texas,27880,49590
39-9011,Utah,30390,3850
39-9011,Vermont,35990,820
39-9011,Virginia,29490,11890
39-9011,Washington,38670,4600
39-9011,West Virginia,22060,1300
39-9011,Wisconsin,28660,4190
39-9011,Wyoming,28960,1190
39-9031,Alabama,42340,2730
39-9031,Alaska,50880,550
39-9031,Arizona,49320,5810
39-9031,Arkansas,37740,1100
39-9031,California,55840,39470
39-9031,Colorado,46800,9910
39-9031,Connecticut,58970,2910
39-9031,Delaware,40830,1190
39-9031,District of Columbia,43450,810
39-9031,Florida,39110,15860
39-9031,Georgia,46230,5690
39-9031,Hawaii,49380,1010
39-9031,Idaho,43110,2110
39-9031,Illinois,49920,14460
39-9031,Indiana,34400,4050
39-9031,Iowa,34910,2070
39-9031,Kansas,35060,4710
39-9031,Kentucky,43050,2040
39-9031,Louisiana,33670,2490
39-9031,Maine,41630,900
39-9031,Maryland,44850,5170
39-9031,Massachusetts,56050,9280
39-9031,Michigan,45390,5530
39-9031,Minnesota,47600,5590
39-9031,Mississippi,37420,1510
39-9031,Missouri,35700,5410
39-9031,Montana,39220,1500
39-9031,Nebraska,42510,1950
39-9031,Nevada,38380,2530
39-9031,New Hampshire,47670,1400
39-9031,New Jersey,63290,8520
39-9031,New Mexico,36870,1230
39-9031,New York,48880,18720
39-9031,North Carolina,46110,7610
39-9031,North Dakota,37910,1000
39-9031,Ohio,33130,6900
39-9031,Oklahoma,46260,2060
39-9031,Oregon,48190,4310
39-9031,Pennsylvania,46110,8840
39-9031,Rhode Island,44080,1150
39-9031,South Carolina,37270,3970
39-9031,South Dakota,34870,810
39-9031,Tennessee,38400,3580
39-9031,Texas,38850,19030
39-9031,Utah,47840,5210
39-9031,Vermont,65710,370
39-9031,Virginia,44960,10960
39-9031,Washington,49340,8630
39-9031,West Virginia,31370,470
39-9031,Wisconsin,41590,5960
39-9031,Wyoming,40510,340
39-9032,Alabama,27890,4520
39-9032,Alaska,43040,260
39-9032,Arizona,35090,9060
39-9032,Arkansas,26520,1700
39-9032,California,36900,44480
39-9032,Colorado,36490,4450
39-9032,Connecticut,34220,3910
39-9032,Delaware,30410,1070
39-9032,District of Columbia,38310,450
39-9032,Florida,32460,18040
39-9032,Georgia,29740,6550
39-9032,Hawaii,34420,1370
39-9032,Idaho,30330,1530
39-9032,Illinois,33670,11230
39-9032,Indiana,29160,6160
39-9032,Iowa,31870,2210
39-9032,Kansas,29260,2950
39-9032,Kentucky,27800,2710
39-9032,Louisiana,25850,3060
39-9032,Maine,34940,1130
39-9032,Maryland,33350,4230
39-9032,Massachusetts,36940,9690
39-9032,Michigan,32590,9930
39-9032,Minnesota,37110,5730
39-9032,Mississippi,26620,1690
39-9032,Missouri,30050,5380
39-9032,Montana,30720,1220
39-9032,Nebraska,26940,2050
39-9032,Nevada,29210,2020
39-9032,New Hampshire,33340,2000
39-9032,New Jersey,34330,7200
39-9032,New Mexico,27780,1200
39-9032,New York,38620,16850
39-9032,North Carolina,30580,7990
39-9032,North Dakota,37830,820
39-9032,Ohio,28450,10830
39-9032,Oklahoma,29400,2010
39-9032,Oregon,37660,2510
39-9032,Pennsylvania,32590,9570
39-9032,Rhode Island,35240,720
39-9032,South Carolina,32020,4310
39-9032,South Dakota,41540,690
39-9032,Tennessee,29380,3520
39-9032,Texas,28760,16990
39-9032,Utah,30850,5470
39-9032,Vermont,36250,760
39-9032,Virginia,32760,7670
39-9032,Washington,39180,4390
39-9032,West Virginia,28030,880
39-9032,Wisconsin,30890,6080
39-9032,Wyoming,27820,490
41-1011,Alabama,43290,21500
41-1011,Alaska,49330,2800
41-1011,Arizona,46040,18320
41-1011,Arkansas,38290,10920
41-1011,California,48140,103330
41-1011,Colorado,51970,24660
41-1011,Connecticut,51480,13250
41-1011,Delaware,50730,4080
41-1011,District of Columbia,53800,1540
41-1011,Florida,47410,74010
41-1011,Georgia,43720,36690
41-1011,Hawaii,53360,6260
41-1011,Idaho,44940,6060
41-1011,Illinois,47260,34080
41-1011,Indiana,45780,20930
41-1011,Iowa,43320,9340
41-1011,Kansas,46310,9050
41-1011,Kentucky,38430,16610
41-1011,Louisiana,40280,18110
41-1011,Maine,48290,6290
41-1011,Maryland,47370,19700
41-1011,Massachusetts,50650,23290
41-1011,Michigan,45830,29160
41-1011,Minnesota,46660,19950
41-1011,Mississippi,39120,13320
41-1011,Missouri,45270,18360
41-1011,Montana,47480,5400
41-1011,Nebraska,44410,6890
41-1011,Nevada,44530,10880
41-1011,New Hampshire,49960,6490
41-1011,New Jersey,54630,28390
41-1011,New Mexico,44220,7870
41-1011,New York,53480,51160
41-1011,North Carolina,46070,40290
41-1011,North Dakota,48550,2440
41-1011,Ohio,42170,39100
41-1011,Oklahoma,39820,14390
41-1011,Oregon,46600,13860
41-1011,Pennsylvania,46290,43990
41-1011,Rhode Island,58180,3760
41-1011,South Carolina,45630,18210
41-1011,South Dakota,49100,3580
41-1011,Tennessee,44910,24940
41-1011,Texas,43410,106330
41-1011,Utah,47130,8920
41-1011,Vermont,49310,2350
41-1011,Virginia,47830,33210
41-1011,Washington,55650,25880
41-1011,West Virginia,36940,7360
41-1011,Wisconsin,47170,17850
41-1011,Wyoming,44740,2740
41-2011,Alabama,25040,50150
41-2011,Alaska,35220,5720
41-2011,Arizona,30830,71190
41-2011,Arkansas,26740,32090
41-2011,California,35200,371350
41-2011,Colorado,35090,55270
41-2011,Connecticut,31230,36340
41-2011,Delaware,29970,12880
41-2011,District of Columbia,36070,6820
41-2011,Florida,28270,210950
41-2011,Georgia,26740,104140
41-2011,Hawaii,32900,13230
41-2011,Idaho,29430,17050
41-2011,Illinois,30240,122980
41-2011,Indiana,28060,67470
41-2011,Iowa,28500,44750
41-2011,Kansas,26890,34780
41-2011,Kentucky,26440,44890
41-2011,Louisiana,23230,52570
41-2011,Maine,31050,14510
41-2011,Maryland,30100,57530
41-2011,Massachusetts,33980,66760
41-2011,Michigan,28610,90820
41-2011,Minnesota,30900,58840
41-2011,Mississippi,21910,35510
41-2011,Missouri,28340,71100
41-2011,Montana,29360,12570
41-2011,Nebraska,28520,21960
41-2011,Nevada,27760,32410
41-2011,New Hampshire,30280,19140
41-2011,New Jersey,31200,86700
41-2011,New Mexico,28090,19210
41-2011,New York,34470,177810
41-2011,North Carolina,27040,125730
41-2011,North Dakota,29450,9660
41-2011,Ohio,27600,122370
41-2011,Oklahoma,26930,38760
41-2011,Oregon,33320,38010
41-2011,Pennsylvania,27940,125990
41-2011,Rhode Island,30200,10110
41-2011,South Carolina,26400,55560
41-2011,South Dakota,28430,12530
41-2011,Tennessee,27040,69980
41-2011,Texas,27560,282140
41-2011,Utah,29230,29560
41-2011,Vermont,30400,6940
41-2011,Virginia,28700,93280
41-2011,Washington,36080,62930
41-2011,West Virginia,23090,17890
41-2011,Wisconsin,28980,71760
41-2011,Wyoming,28580,5960
41-2031,Alabama,28700,60700
41-2031,Alaska,36330,8250
41-2031,Arizona,34220,81610
41-2031,Arkansas,29370,30530
41-2031,California,36240,341070
41-2031,Colorado,35800,75200
41-2031,Connecticut,34740,40550
41-2031,Delaware,31250,12790
41-2031,District of Columbia,37380,4640
41-2031,Florida,30980,312260
41-2031,Georgia,29020,137840
41-2031,Hawaii,35530,16420
41-2031,Idaho,31450,20460
41-2031,Illinois,34100,128070
41-2031,Indiana,30060,80330
41-2031,Iowa,30010,34610
41-2031,Kansas,30750,30500
41-2031,Kentucky,29370,44870
41-2031,Louisiana,28260,48150
41-2031,Maine,35470,17260
41-2031,Maryland,33410,66350
41-2031,Massachusetts,35890,83780
41-2031,Michigan,31490,117360
41-2031,Minnesota,34910,67280
41-2031,Mississippi,27640,32990
41-2031,Missouri,30890,60650
41-2031,Montana,33660,13600
41-2031,Nebraska,30120,22680
41-2031,Nevada,32570,40430
41-2031,New Hampshire,34750,19480
41-2031,New Jersey,34640,99230
41-2031,New Mexico,30090,23140
41-2031,New York,36040,228150
41-2031,North Carolina,29910,116550
41-2031,North Dakota,34800,11560
41-2031,Ohio,30070,120500
41-2031,Oklahoma,29190,42020
41-2031,Oregon,35260,50090
41-2031,Pennsylvania,30180,134160
41-2031,Rhode Island,34480,12030
41-2031,South Carolina,28900,69050
41-2031,South Dakota,33110,13270
41-2031,Tennessee,29950,84910
41-2031,Texas,29760,310150
41-2031,Utah,32990,37530
41-2031,Vermont,35860,7010
41-2031,Virginia,31440,96360
41-2031,Washington,37310,87590
41-2031,West Virginia,27610,17450
41-2031,Wisconsin,31530,64610
41-2031,Wyoming,29930,8700
41-3021,Alabama,60790,6860
41-3021,Alaska,49970,590
41-3021,Arizona,58900,10710
41-3021,Arkansas,48060,4070
41-3021,California,63400,39610
41-3021,Colorado,60860,11090
41-3021,Connecticut,73410,5940
41-3021,Delaware,57790,1390
41-3021,Florida,56360,40030
41-3021,Georgia,51540,17320
41-3021,Hawaii,58690,970
41-3021,Illinois,50790,15690
41-3021,Indiana,59810,12640
41-3021,Iowa,56950,6050
41-3021,Kansas,59720,6440
41-3021,Kentucky,51100,5570
41-3021,Louisiana,46910,6300
41-3021,Maine,62030,2230
41-3021,Maryland,62570,5730
41-3021,Massachusetts,77320,10000
41-3021,Michigan,58880,12740
41-3021,Minnesota,76940,8840
41-3021,Mississippi,47140,2760
41-3021,Missouri,54760,10880
41-3021,Montana,52730,2060
41-3021,Nebraska,57580,5070
41-3021,Nevada,45320,3400
41-3021,New Hampshire,58880,2080
41-3021,New Jersey,77970,11180
41-3021,New Mexico,47750,2000
41-3021,New York,79240,19460
41-3021,North Carolina,57160,17720
41-3021,North Dakota,65840,1390
41-3021,Ohio,59990,15760
41-3021,Oklahoma,47000,5810
41-3021,Oregon,54250,4670
41-3021,Pennsylvania,59450,16590
41-3021,Rhode Island,77120,2250
41-3021,South Carolina,47680,8110
41-3021,South Dakota,62600,1970
41-3021,Tennessee,47930,9080
41-3021,Texas,44700,44300
41-3021,Utah,48300,4400
41-3021,Vermont,62770,800
41-3021,Virginia,59550,10440
41-3021,Washington,60450,11120
41-3021,West Virginia,42980,1840
41-3021,Wisconsin,62420,7910
41-3021,Wyoming,48700,720
41-4012,Alabama,63830,19630
41-4012,Alaska,56900,700
41-4012,Arizona,64870,21550
41-4012,Arkansas,56190,12300
41-4012,California,72580,142330
41-4012,Colorado,74040,29580
41-4012,Connecticut,77720,14140
41-4012,Delaware,75530,2940
41-4012,District of Columbia,64630,
41-4012,Florida,61340,89730
41-4012,Georgia,64290,46760
41-4012,Hawaii,59940,3160
41-4012,Idaho,55730,7550
41-4012,Illinois,64010,62300
41-4012,Indiana,64610,33510
41-4012,Iowa,66110,16720
41-4012,Kansas,71340,15180
41-4012,Kentucky,61030,13040
41-4012,Louisiana,63160,17580
41-4012,Maine,63180,4240
41-4012,Maryland,70730,8830
41-4012,Massachusetts,75120,27460
41-4012,Michigan,72990,42800
41-4012,Minnesota,75150,32210
41-4012,Mississippi,52840,7600
41-4012,Missouri,60860,25490
41-4012,Montana,57470,4310
41-4012,Nebraska,62930,8220
41-4012,Nevada,59420,7630
41-4012,New Hampshire,72740,6240
41-4012,New Jersey,78350,32840
41-4012,New Mexico,57470,3770
41-4012,New York,74470,68860
41-4012,North Carolina,61080,50030
41-4012,North Dakota,65190,4100
41-4012,Ohio,68640,59850
41-4012,Oklahoma,56990,11430
41-4012,Oregon,62840,15200
41-4012,Pennsylvania,74980,56930
41-4012,Rhode Island,78450,5170
41-4012,South Carolina,61530,23910
41-4012,South Dakota,72580,5390
41-4012,Tennessee,56400,19790
41-4012,Texas,61740,97670
41-4012,Utah,62580,13920
41-4012,Vermont,63270,2180
41-4012,Virginia,62610,22160
41-4012,Washington,75750,30120
41-4012,West Virginia,56450,3480
41-4012,Wisconsin,65010,35700
41-4012,Wyoming,77560,1780
41-9022,Alabama,53900,2020
41-9022,Alaska,80480,140
41-9022,Arizona,48520,7720
41-9022,Arkansas,37310,910
41-9022,California,62760,20400
41-9022,Connecticut,50510,450
41-9022,Delaware,46020,1000
41-9022,Florida,54950,28970
41-9022,Georgia,48580,6550
41-9022,Hawaii,59220,630
41-9022,Idaho,38520,1260
41-9022,Illinois,49430,4540
41-9022,Indiana,61530,3440
41-9022,Iowa,52260,710
41-9022,Kansas,54300,1330
41-9022,Kentucky,36680,2320
41-9022,Louisiana,39570,2010
41-9022,Maine,63980,380
41-9022,Maryland,49300,2900
41-9022,Michigan,55940,1990
41-9022,Minnesota,44070,1890
41-9022,Mississippi,57800,730
41-9022,Missouri,40050,2320
41-9022,Montana,62750,680
41-9022,Nebraska,39630,1050
41-9022,Nevada,46210,2510
41-9022,New Hampshire,57120,240
41-9022,New Jersey,71360,1350
41-9022,New Mexico,59990,920
41-9022,New York,104000,6030
41-9022,North Carolina,45090,
41-9022,North Dakota,58230,400
41-9022,Ohio,40020,4760
41-9022,Oregon,58000,1840
41-9022,Pennsylvania,48360,6350
41-9022,Rhode Island,49490,730
41-9022,South Carolina,52570,3630
41-9022,South Dakota,60740,480
41-9022,Texas,48450,23810
41-9022,Utah,48290,2680
41-9022,Vermont,80070,160
41-9022,Virginia,60690,6350
41-9022,Washington,78510,5680
41-9022,West Virginia,63230,330
41-9022,Wisconsin,48040,4210
41-9022,Wyoming,61380,350
43-3031,Alabama,39450,20310
43-3031,Alaska,52020,4610
43-3031,Arizona,47690,26540
43-3031,Arkansas,39730,11120
43-3031,California,53980,165360
43-3031,Colorado,51070,25550
43-3031,Connecticut,52350,16500
43-3031,Delaware,49860,5190
43-3031,District of Columbia,63350,1840
43-3031,Florida,46170,107950
43-3031,Georgia,45990,36620
43-3031,Hawaii,47670,5530
43-3031,Idaho,43970,10130
43-3031,Illinois,48250,52130
43-3031,Indiana,44880,28330
43-3031,Iowa,45990,15290
43-3031,Kansas,43580,20590
43-3031,Kentucky,43410,22790
43-3031,Louisiana,41390,20220
43-3031,Maine,46540,7360
43-3031,Maryland,50840,21600
43-3031,Massachusetts,54890,34930
43-3031,Michigan,46080,40140
43-3031,Minnesota,49640,28110
43-3031,Mississippi,38270,11050
43-3031,Missouri,44840,21960
43-3031,Montana,42710,7420
43-3031,Nebraska,44880,10540
43-3031,Nevada,47580,12300
43-3031,New Hampshire,48070,7660
43-3031,New Jersey,53360,45840
43-3031,New Mexico,42690,9010
43-3031,New York,52070,91180
43-3031,North Carolina,45250,51370
43-3031,North Dakota,46230,3920
43-3031,Ohio,46070,50240
43-3031,Oklahoma,41900,18240
43-3031,Oregon,48170,25720
43-3031,Pennsylvania,45960,56850
43-3031,Rhode Island,49960,4690
43-3031,South Carolina,44140,19960
43-3031,South Dakota,40830,9480
43-3031,Tennessee,44990,42860
43-3031,Texas,45710,140550
43-3031,Utah,46520,14340
43-3031,Vermont,49230,3680
43-3031,Virginia,46540,37660
43-3031,Washington,54150,32160
43-3031,West Virginia,38410,7760
43-3031,Wisconsin,46370,33280
43-3031,Wyoming,41930,3490
43-4051,Alabama,36170,35260
43-4051,Alaska,41600,2170
43-4051,Arizona,39620,95930
43-4051,Arkansas,35580,19840
43-4051,California,46070,196960
43-4051,Colorado,43530,46910
43-4051,Connecticut,46030,28540
43-4051,Delaware,40940,7020
43-4051,District of Columbia,50820,5680
43-4051,Florida,38080,239440
43-4051,Georgia,37050,122240
43-4051,Hawaii,38530,8420
43-4051,Idaho,38760,20120
43-4051,Illinois,42120,108290
43-4051,Indiana,39040,53070
43-4051,Iowa,41140,30250
43-4051,Kansas,37190,32410
43-4051,Kentucky,36330,43940
43-4051,Louisiana,35340,27330
43-4051,Maine,39750,8750
43-4051,Maryland,39570,44360
43-4051,Massachusetts,47340,62100
43-4051,Michigan,39130,80040
43-4051,Minnesota,46930,61870
43-4051,Mississippi,33700,21940
43-4051,Missouri,39410,51840
43-4051,Montana,39500,5000
43-4051,Nebraska,37960,16890
43-4051,Nevada,37820,29910
43-4051,New Hampshire,43870,12710
43-4051,New Jersey,45400,66550
43-4051,New Mexico,36690,20330
43-4051,New York,46140,149580
43-4051,North Carolina,38260,91620
43-4051,North Dakota,39460,6240
43-4051,Ohio,39880,99090
43-4051,Oklahoma,36320,34810
43-4051,Oregon,44400,27680
43-4051,Pennsylvania,41600,112850
43-4051,Rhode Island,43700,10210
43-4051,South Carolina,36220,56350
43-4051,South Dakota,37800,7660
43-4051,Tennessee,37770,70950
43-4051,Texas,38060,336110
43-4051,Utah,38600,56470
43-4051,Vermont,42590,3760
43-4051,Virginia,37460,71720
43-4051,Washington,47610,49130
43-4051,West Virginia,35710,10040
43-4051,Wisconsin,43160,56160
43-4051,Wyoming,37380,2200
43-4171,Alabama,29870,14270
43-4171,Alaska,39830,1980
43-4171,Arizona,36560,25690
43-4171,Arkansas,31060,13020
43-4171,California,39410,75510
43-4171,Colorado,37760,13440
43-4171,Connecticut,37650,13920
43-4171,Delaware,33360,2160
43-4171,District of Columbia,39960,3140
43-4171,Florida,34410,69980
43-4171,Georgia,34630,36200
43-4171,Hawaii,37060,3870
43-4171,Idaho,34090,7400
43-4171,Illinois,36040,43460
43-4171,Indiana,34540,17580
43-4171,Iowa,33580,4760
43-4171,Kansas,32570,7630
43-4171,Kentucky,30460,12610
43-4171,Louisiana,29590,13840
43-4171,Maine,37880,4240
43-4171,Maryland,36860,17160
43-4171,Massachusetts,39080,23420
43-4171,Michigan,35520,25820
43-4171,Minnesota,36970,14610
43-4171,Mississippi,29380,7190
43-4171,Missouri,33320,17320
43-4171,Montana,34260,1550
43-4171,Nebraska,34810,6410
43-4171,Nevada,35360,8550
43-4171,New Hampshire,36680,5110
43-4171,New Jersey,37750,47910
43-4171,New Mexico,31730,4850
43-4171,New York,38940,75060
43-4171,North Carolina,34740,32210
43-4171,North Dakota,36590,2190
43-4171,Ohio,34060,35080
43-4171,Oklahoma,31300,9030
43-4171,Oregon,37490,16010
43-4171,Pennsylvania,33860,33240
43-4171,Rhode Island,37710,5500
43-4171,South Carolina,32070,12260
43-4171,South Dakota,33510,5990
43-4171,Tennessee,31520,18650
43-4171,Texas,33150,93030
43-4171,Utah,34960,12000
43-4171,Vermont,35340,1130
43-4171,Virginia,35040,27170
43-4171,Washington,39460,26120
43-4171,West Virginia,29440,5710
43-4171,Wisconsin,37920,27290
43-4171,Wyoming,34910,1560
43-6014,Alabama,38940,43200
43-6014,Alaska,43270,4460
43-6014,Arizona,43440,33310
43-6014,Arkansas,35960,9670
43-6014,California,50220,175090
43-6014,Colorado,45160,31740
43-6014,Connecticut,52000,24240
43-6014,Delaware,45760,7590
43-6014,District of Columbia,54790,12260
43-6014,Florida,40570,98440
43-6014,Georgia,37990,50420
43-6014,Hawaii,47940,7520
43-6014,Idaho,38080,10840
43-6014,Illinois,45920,79010
43-6014,Indiana,38870,19560
43-6014,Iowa,40870,12970
43-6014,Kansas,37450,27940
43-6014,Kentucky,38720,21920
43-6014,Louisiana,37030,32880
43-6014,Maine,45280,7470
43-6014,Maryland,45330,51500
43-6014,Massachusetts,51950,34600
43-6014,Michigan,42710,40790
43-6014,Minnesota,48220,30810
43-6014,Mississippi,33800,14520
43-6014,Missouri,37980,41090
43-6014,Montana,38630,4320
43-6014,Nebraska,41110,15290
43-6014,Nevada,43180,15650
43-6014,New Hampshire,45080,9070
43-6014,New Jersey,48060,54040
43-6014,New Mexico,40250,24360
43-6014,New York,47960,129840
43-6014,North Carolina,42140,48030
43-6014,North Dakota,44100,5510
43-6014,Ohio,42360,60700
43-6014,Oklahoma,37510,22600
43-6014,Oregon,48210,23340
43-6014,Pennsylvania,42010,81320
43-6014,Rhode Island,49550,4320
43-6014,South Carolina,39220,33220
43-6014,South Dakota,37340,5450
43-6014,Tennessee,40100,35600
43-6014,Texas,40440,158310
43-6014,Utah,40250,14860
43-6014,Vermont,46370,3510
43-6014,Virginia,43640,37650
43-6014,Washington,51710,35090
43-6014,West Virginia,36250,8660
43-6014,Wisconsin,44380,28430
43-6014,Wyoming,41390,2400
43-9061,Alabama,29230,19520
43-9061,Alaska,48170,5080
43-9061,Arizona,44880,49890
43-9061,Arkansas,35900,26820
43-9061,California,46130,295790
43-9061,Colorado,50040,32940
43-9061,Connecticut,43780,25960
43-9061,Delaware,39140,5510
43-9061,District of Columbia,50630,6500
43-9061,Florida,39340,192850
43-9061,Georgia,37440,79770
43-9061,Hawaii,40590,16260
43-9061,Idaho,37790,18020
43-9061,Illinois,41730,109170
43-9061,Indiana,39910,68190
43-9061,Iowa,39790,24770
43-9061,Kansas,30060,2780
43-9061,Kentucky,34780,27140
43-9061,Louisiana,29290,32220
43-9061,Maine,40760,11420
43-9061,Maryland,39880,24190
43-9061,Massachusetts,48200,53740
43-9061,Michigan,41050,87020
43-9061,Minnesota,46080,56580
43-9061,Mississippi,31490,19210
43-9061,Missouri,38310,59900
43-9061,Montana,40480,12530
43-9061,Nebraska,35830,11040
43-9061,Nevada,39410,21590
43-9061,New Hampshire,46240,14890
43-9061,New Jersey,44870,72540
43-9061,New Mexico,35000,15260
43-9061,New York,43440,137130
43-9061,North Carolina,37110,65970
43-9061,North Dakota,46490,9450
43-9061,Ohio,39820,88140
43-9061,Oklahoma,34840,28620
43-9061,Oregon,44390,26840
43-9061,Pennsylvania,40800,122170
43-9061,Rhode Island,44390,9380
43-9061,South Carolina,34490,40170
43-9061,South Dakota,32240,2210
43-9061,Tennessee,35640,54550
43-9061,Texas,36730,187460
43-9061,Utah,38710,34620
43-9061,Vermont,45760,4670
43-9061,Virginia,40330,67140
43-9061,Washington,47750,49790
43-9061,West Virginia,32070,12370
43-9061,Wisconsin,39930,49530
43-9061,Wyoming,40240,7100
47-1011,Alabama,63100,13730
47-1011,Alaska,93220,2600
47-1011,Arizona,75570,20080
47-1011,Arkansas,60930,6310
47-1011,California,92060,72120
47-1011,Colorado,78010,20410
47-1011,Connecticut,79730,6280
47-1011,Delaware,80550,2570
47-1011,District of Columbia,84400,1270
47-1011,Florida,64440,61880
47-1011,Georgia,72300,23640
47-1011,Hawaii,100890,3340
47-1011,Idaho,66410,4650
47-1011,Illinois,96890,17110
47-1011,Indiana,78710,15010
47-1011,Iowa,75900,9750
47-1011,Kansas,74730,8590
47-1011,Kentucky,67980,8120
47-1011,Louisiana,70720,13240
47-1011,Maine,69930,2930
47-1011,Maryland,77050,15830
47-1011,Massachusetts,97670,20720
47-1011,Michigan,76110,15670
47-1011,Minnesota,92810,12410
47-1011,Mississippi,63020,6790
47-1011,Missouri,80300,10110
47-1011,Montana,76130,4830
47-1011,Nebraska,73190,6010
47-1011,Nevada,80030,9670
47-1011,New Hampshire,74630,2720
47-1011,New Jersey,92770,16640
47-1011,New Mexico,66570,6480
47-1011,New York,89170,32720
47-1011,North Carolina,65690,32840
47-1011,North Dakota,78130,4060
47-1011,Ohio,75500,21870
47-1011,Oklahoma,71850,11160
47-1011,Oregon,96460,10160
47-1011,Pennsylvania,78790,26930
47-1011,Rhode Island,93470,2230
47-1011,South Carolina,63360,10320
47-1011,South Dakota,71170,2220
47-1011,Tennessee,66970,15280
47-1011,Texas,67650,86650
47-1011,Utah,72800,11860
47-1011,Vermont,77220,890
47-1011,Virginia,72000,23390
47-1011,Washington,102820,20320
47-1011,West Virginia,77150,5490
47-1011,Wisconsin,78870,14350
47-1011,Wyoming,75120,3180
47-2031,Alabama,44480,6080
47-2031,Alaska,62190,2470
47-2031,Arizona,50180,14020
47-2031,Arkansas,44890,2950
47-2031,California,68380,102870
47-2031,Colorado,57780,15970
47-2031,Connecticut,63460,6070
47-2031,Delaware,59770,1450
47-2031,District of Columbia,63290,1170
47-2031,Florida,47530,49900
47-2031,Georgia,48740,9010
47-2031,Hawaii,82040,5520
47-2031,Idaho,47100,8220
47-2031,Illinois,68400,23990
47-2031,Indiana,55080,14860
47-2031,Iowa,48830,6740
47-2031,Kansas,48520,5390
47-2031,Kentucky,50090,7820
47-2031,Louisiana,47240,7970
47-2031,Maine,54920,5080
47-2031,Maryland,57270,9670
47-2031,Massachusetts,66270,16640
47-2031,Michigan,58260,21400
47-2031,Minnesota,62660,16240
47-2031,Mississippi,43750,2440
47-2031,Missouri,59030,15290
47-2031,Montana,50340,4330
47-2031,Nebraska,47320,6200
47-2031,Nevada,62600,14280
47-2031,New Hampshire,58900,3530
47-2031,New Jersey,69620,13400
47-2031,New Mexico,46990,3290
47-2031,New York,59830,47740
47-2031,North Carolina,46230,14600
47-2031,North Dakota,53600,2480
47-2031,Ohio,54520,18270
47-2031,Oklahoma,46180,4740
47-2031,Oregon,61970,14980
47-2031,Pennsylvania,57200,29270
47-2031,Rhode Island,61020,3130
47-2031,South Carolina,47700,8510
47-2031,South Dakota,42480,4320
47-2031,Tennessee,48030,9930
47-2031,Texas,47720,34970
47-2031,Utah,49570,12920
47-2031,Vermont,58660,3210
47-2031,Virginia,48730,17580
47-2031,Washington,72110,28690
47-2031,West Virginia,45960,2820
47-2031,Wisconsin,59070,15330
47-2031,Wyoming,52000,2540
47-2061,Alabama,35660,15680
47-2061,Alaska,49950,2790
47-2061,Arizona,45650,28780
47-2061,Arkansas,35800,8860
47-2061,California,56720,89950
47-2061,Colorado,45560,20800
47-2061,Connecticut,50750,8580
47-2061,Delaware,46190,2460
47-2061,District of Columbia,47420,2450
47-2061,Florida,38230,69690
47-2061,Georgia,37530,22280
47-2061,Hawaii,62170,4750
47-2061,Idaho,40620,9590
47-2061,Illinois,61350,29930
47-2061,Indiana,48590,24100
47-2061,Iowa,46640,12290
47-2061,Kansas,39190,8410
47-2061,Kentucky,42230,14140
47-2061,Louisiana,39300,24760
47-2061,Maine,43290,3130
47-2061,Maryland,46300,20450
47-2061,Massachusetts,61240,18280
47-2061,Michigan,47250,26150
47-2061,Minnesota,55640,24540
47-2061,Mississippi,35660,7500
47-2061,Missouri,47530,17160
47-2061,Montana,47590,4330
47-2061,Nebraska,44640,6820
47-2061,Nevada,47250,10170
47-2061,New Hampshire,45220,3230
47-2061,New Jersey,60830,20230
47-2061,New Mexico,37260,10930
47-2061,New York,56650,49080
47-2061,North Carolina,38550,31550
47-2061,North Dakota,47000,3420
47-2061,Ohio,48670,31070
47-2061,Oklahoma,37840,10790
47-2061,Oregon,48140,13090
47-2061,Pennsylvania,47820,39370
47-2061,Rhode Island,55140,2140
47-2061,South Carolina,38180,16940
47-2061,South Dakota,39050,1840
47-2061,Tennessee,39870,24830
47-2061,Texas,37150,115770
47-2061,Utah,45930,20320
47-2061,Vermont,43910,1620
47-2061,Virginia,37530,26510
47-2061,Washington,55090,27720
47-2061,West Virginia,38140,7580
47-2061,Wisconsin,49330,19280
47-2061,Wyoming,41510,2940
47-2073,Alabama,45420,9420
47-2073,Alaska,72380,2930
47-2073,Arizona,58460,12710
47-2073,Arkansas,42710,5310
47-2073,California,82350,32690
47-2073,Colorado,59420,11920
47-2073,Connecticut,73770,3120
47-2073,Delaware,50640,1270
47-2073,District of Columbia,66240,490
