occ_code,state,median_annual,employment
21-1021,New Jersey,73100,6990
21-1021,New Mexico,47380,2470
21-1021,New York,67370,22310
21-1021,North Carolina,50820,14350
21-1021,North Dakota,62160,820
21-1021,Ohio,48250,11870
21-1021,Oklahoma,42020,6160
21-1021,Oregon,60220,5800
21-1021,Pennsylvania,50140,18340
21-1021,Rhode Island,64920,2130
21-1021,South Carolina,44390,5020
21-1021,South Dakota,47930,1780
21-1021,Tennessee,48410,6710
21-1021,Texas,50380,21210
21-1021,Utah,47010,1780
21-1021,Vermont,59700,750
21-1021,Virginia,57240,8590
21-1021,Washington,63170,9470
21-1021,West Virginia,46060,2200
21-1021,Wisconsin,52010,5410
21-1021,Wyoming,50540,580
21-2011,Alabama,45590,770
21-2011,Alaska,50330,140
21-2011,Arizona,64020,1400
21-2011,Arkansas,48790,410
21-2011,California,75060,6360
21-2011,Colorado,63100,450
21-2011,Connecticut,61530,770
21-2011,Delaware,61760,50
21-2011,District of Columbia,60030,260
21-2011,Florida,54580,3570
21-2011,Georgia,60330,1120
21-2011,Hawaii,64430,480
21-2011,Idaho,55520,140
21-2011,Illinois,58600,2460
21-2011,Indiana,53980,1090
21-2011,Iowa,56090,410
21-2011,Kansas,56170,310
21-2011,Kentucky,50860,480
21-2011,Louisiana,52000,420
21-2011,Maine,62100,90
21-2011,Maryland,61370,810
21-2011,Massachusetts,68080,770
21-2011,Michigan,46530,2340
21-2011,Minnesota,61050,1050
21-2011,Mississippi,48360,240
21-2011,Missouri,57410,730
21-2011,Montana,58810,680
21-2011,Nebraska,55550,190
21-2011,Nevada,66370,160
21-2011,New Hampshire,64020,90
21-2011,New Jersey,72350,1390
21-2011,New Mexico,54980,180
21-2011,New York,58330,7910
21-2011,North Carolina,56740,1450
21-2011,North Dakota,46170,130
21-2011,Ohio,55490,1920
21-2011,Oklahoma,51280,420
21-2011,Oregon,60340,4670
21-2011,Pennsylvania,56500,2540
21-2011,Rhode Island,57680,180
21-2011,South Carolina,51330,610
21-2011,South Dakota,50810,140
21-2011,Tennessee,46300,710
21-2011,Texas,53920,2620
21-2011,Vermont,61690,40
21-2011,Virginia,52970,1180
21-2011,Washington,70820,880
21-2011,West Virginia,39210,210
21-2011,Wisconsin,59590,830
21-2011,Wyoming,45340,60
23-1011,Alabama,120890,6660
23-1011,Alaska,131760,1050
23-1011,Arizona,132000,9920
23-1011,Arkansas,90650,3360
23-1011,California,185050,94300
23-1011,Colorado,166570,16680
23-1011,Connecticut,159770,8230
23-1011,Delaware,183380,2830
23-1011,District of Columbia,183500,34660
23-1011,Florida,121500,61320
23-1011,Georgia,131090,22370
23-1011,Hawaii,107990,2300
23-1011,Idaho,101740,2470
23-1011,Illinois,161880,31280
23-1011,Indiana,121530,8890
23-1011,Iowa,107990,3750
23-1011,Kansas,110410,4000
23-1011,Kentucky,84800,5680
23-1011,Louisiana,118130,8720
23-1011,Maine,98760,1970
23-1011,Maryland,134410,14700
23-1011,Massachusetts,148370,21770
23-1011,Michigan,121760,15870
23-1011,Minnesota,149990,11560
23-1011,Mississippi,94420,3320
23-1011,Missouri,104500,12800
23-1011,Montana,94770,2390
23-1011,Nebraska,108920,3550
23-1011,Nevada,125040,6580
23-1011,New Hampshire,119940,
23-1011,New Jersey,151170,25680
23-1011,New Mexico,97240,3590
23-1011,New York,179650,86000
23-1011,North Carolina,133130,16080
23-1011,North Dakota,105100,1080
23-1011,Ohio,117500,18650
23-1011,Oklahoma,105390,5590
23-1011,Oregon,137320,7270
23-1011,Pennsylvania,130270,25990
23-1011,Rhode Island,149580,2100
23-1011,South Carolina,97640,8270
23-1011,Tennessee,126400,9380
23-1011,Texas,145000,45950
23-1011,Utah,119520,5500
23-1011,Vermont,101400,1090
23-1011,Virginia,159550,17040
23-1011,West Virginia,100810,2430
23-1011,Wisconsin,105050,8480
25-2011,Alabama,22240,5970
25-2011,Alaska,37010,580
25-2011,Arizona,35700,9110
25-2011,Arkansas,30090,3020
25-2011,California,44730,48570
25-2011,Colorado,44970,5420
25-2011,Connecticut,38600,7740
25-2011,Delaware,30660,2000
25-2011,District of Columbia,49030,2250
25-2011,Florida,30900,26600
25-2011,Georgia,36800,9760
25-2011,Hawaii,45280,1220
25-2011,Idaho,28440,900
25-2011,Illinois,37440,20150
25-2011,Indiana,33850,6420
25-2011,Iowa,31180,4940
25-2011,Kansas,43260,1560
25-2011,Kentucky,33940,3760
25-2011,Louisiana,36640,1900
25-2011,Maine,42780,1230
25-2011,Maryland,38330,8190
25-2011,Massachusetts,44410,15320
25-2011,Michigan,36710,8490
25-2011,Minnesota,37910,10860
25-2011,Mississippi,26720,3220
25-2011,Missouri,35480,8200
25-2011,Montana,34770,1350
25-2011,Nebraska,49910,860
25-2011,Nevada,34940,2450
25-2011,New Hampshire,37650,2800
25-2011,New Jersey,39490,17750
25-2011,New Mexico,33180,2700
25-2011,New York,43460,29090
25-2011,North Carolina,33990,16200
25-2011,North Dakota,39250,570
25-2011,Ohio,33770,14820
25-2011,Oklahoma,32460,5160
25-2011,Oregon,38220,6640
25-2011,Pennsylvania,35170,21330
25-2011,Rhode Island,38980,
25-2011,South Carolina,33870,3480
25-2011,South Dakota,30990,1350
25-2011,Tennessee,35500,5270
25-2011,Texas,35070,38330
25-2011,Utah,33220,4600
25-2011,Vermont,38560,1550
25-2011,Virginia,37820,10520
25-2011,Washington,42960,11100
25-2011,West Virginia,31150,2450
25-2011,Wisconsin,34870,10820
25-2011,Wyoming,30790,730
25-2021,Alabama,60300,21130
25-2021,Alaska,79110,3030
25-2021,Arizona,51180,23770
25-2021,Arkansas,50980,12290
25-2021,California,96700,151820
25-2021,Colorado,62440,24790
25-2021,Connecticut,84420,16950
25-2021,Delaware,64800,3650
25-2021,District of Columbia,85610,3360
25-2021,Florida,56850,74030
25-2021,Georgia,64390,45840
25-2021,Hawaii,60960,5000
25-2021,Idaho,59720,9350
25-2021,Illinois,64900,59510
25-2021,Indiana,51290,27600
25-2021,Iowa,59290,18000
25-2021,Kansas,50910,14820
25-2021,Kentucky,59150,18370
25-2021,Louisiana,52500,21910
25-2021,Maine,62980,6820
25-2021,Maryland,65370,25590
25-2021,Massachusetts,83350,33780
25-2021,Michigan,63290,37800
25-2021,Minnesota,63110,23910
25-2021,Mississippi,48650,12340
25-2021,Missouri,49510,32580
25-2021,Montana,61080,4660
25-2021,Nebraska,62380,9200
25-2021,Nevada,62520,9030
25-2021,New Hampshire,63550,5280
25-2021,New Jersey,78360,42040
25-2021,New Mexico,63610,8020
25-2021,New York,85700,105770
25-2021,North Carolina,50200,43470
25-2021,North Dakota,53900,4620
25-2021,Ohio,74530,48430
25-2021,Oklahoma,48350,16520
25-2021,Oregon,79220,14830
25-2021,Pennsylvania,74490,50730
25-2021,Rhode Island,89050,3910
25-2021,South Carolina,59670,22670
25-2021,South Dakota,49420,4090
25-2021,Tennessee,51550,29520
25-2021,Texas,63670,136580
25-2021,Utah,63040,16930
25-2021,Vermont,63590,3280
25-2021,Virginia,61510,37830
25-2021,Washington,87960,31800
25-2021,West Virginia,48930,5190
25-2021,Wisconsin,62050,25010
25-2021,Wyoming,62630,2630
25-2031,Alabama,60870,18010
25-2031,Alaska,80940,2730
25-2031,Arizona,61290,23270
25-2031,Arkansas,52620,12330
25-2031,California,101540,92830
25-2031,Colorado,63760,17970
25-2031,Connecticut,81790,14790
25-2031,Delaware,77810,4430
25-2031,District of Columbia,82120,3240
25-2031,Florida,62550,45900
25-2031,Georgia,65350,20110
25-2031,Hawaii,62100,7490
25-2031,Idaho,61450,6090
25-2031,Illinois,77130,50490
25-2031,Indiana,60810,20890
25-2031,Iowa,60010,11420
25-2031,Kansas,59380,11670
25-2031,Kentucky,62040,12600
25-2031,Louisiana,56730,15090
25-2031,Maine,63740,5350
25-2031,Maryland,78690,15240
25-2031,Massachusetts,83340,26630
25-2031,Michigan,64470,27010
25-2031,Minnesota,65640,19180
25-2031,Mississippi,49880,11330
25-2031,Missouri,60580,22620
25-2031,Montana,52730,3850
25-2031,Nebraska,62520,7200
25-2031,Nevada,62970,7990
25-2031,New Hampshire,65150,5670
25-2031,New Jersey,80680,31770
25-2031,New Mexico,65210,6910
25-2031,New York,94690,62300
25-2031,North Carolina,51060,31600
25-2031,North Dakota,60670,2860
25-2031,Ohio,78010,59360
25-2031,Oklahoma,50600,18050
25-2031,Oregon,83380,11410
25-2031,Pennsylvania,76910,46050
25-2031,Rhode Island,83130,4930
25-2031,South Carolina,61150,17310
25-2031,South Dakota,50080,3410
25-2031,Tennessee,60880,19860
25-2031,Texas,64010,107680
25-2031,Utah,65880,8380
25-2031,Vermont,64150,2780
25-2031,Virginia,63630,28000
25-2031,Washington,100480,14660
25-2031,West Virginia,57770,4690
25-2031,Wisconsin,62930,17950
25-2031,Wyoming,65290,1790
25-2052,Alabama,59830,880
25-2052,Alaska,83130,470
25-2052,Arizona,51980,2020
25-2052,Arkansas,51400,1370
25-2052,California,89270,19870
25-2052,Colorado,63570,3900
25-2052,Connecticut,81950,2560
25-2052,Delaware,62560,1100
25-2052,District of Columbia,82040,1230
25-2052,Florida,52640,9430
25-2052,Georgia,74510,10750
25-2052,Hawaii,55860,190
25-2052,Idaho,61220,1080
25-2052,Illinois,76840,12560
25-2052,Indiana,57780,3440
25-2052,Iowa,57000,1840
25-2052,Kansas,60030,1490
25-2052,Kentucky,56600,3600
25-2052,Louisiana,52440,3680
25-2052,Maine,61430,1130
25-2052,Maryland,65570,2840
25-2052,Massachusetts,82390,6130
25-2052,Michigan,67080,3220
25-2052,Minnesota,62740,3170
25-2052,Mississippi,49450,2320
25-2052,Missouri,48430,1530
25-2052,Montana,61160,740
25-2052,Nebraska,62130,1480
25-2052,Nevada,63440,490
25-2052,New Hampshire,61710,1260
25-2052,New Jersey,75000,11300
25-2052,New Mexico,63560,1030
25-2052,New York,84720,18740
25-2052,North Carolina,53060,4690
25-2052,North Dakota,55880,640
25-2052,Ohio,71100,8390
25-2052,Oklahoma,49570,1820
25-2052,Oregon,89120,1730
25-2052,Pennsylvania,68950,5980
25-2052,Rhode Island,79240,990
25-2052,South Carolina,60030,2550
25-2052,South Dakota,50840,790
25-2052,Tennessee,61900,4330
25-2052,Texas,63300,23990
25-2052,Utah,55640,2430
25-2052,Vermont,63370,850
25-2052,Virginia,64550,6880
25-2052,Washington,84570,3360
25-2052,West Virginia,50050,2200
25-2052,Wisconsin,61350,3770
25-2052,Wyoming,64040,590
25-4022,Alabama,62650,2540
25-4022,Alaska,76000,330
25-4022,Arizona,58880,1930
25-4022,Arkansas,56870,1400
25-4022,California,84800,8680
25-4022,Colorado,64670,2020
25-4022,Connecticut,77970,2270
25-4022,Delaware,80110,380
25-4022,District of Columbia,91010,940
25-4022,Florida,59710,5940
25-4022,Georgia,74110,3530
25-4022,Hawaii,60940,310
25-4022,Idaho,46110,660
25-4022,Illinois,61300,5300
25-4022,Indiana,49380,2600
25-4022,Iowa,54080,1650
25-4022,Kansas,60400,1530
25-4022,Kentucky,64050,2090
25-4022,Louisiana,60430,2770
25-4022,Maine,59010,830
25-4022,Maryland,79900,3180
25-4022,Massachusetts,76670,5200
25-4022,Michigan,58300,3670
25-4022,Minnesota,72180,2360
25-4022,Mississippi,50730,1380
25-4022,Missouri,54200,2930
25-4022,Montana,59970,570
25-4022,Nebraska,61580,1130
25-4022,Nevada,76830,720
25-4022,New Hampshire,63230,1080
25-4022,New Jersey,75970,4370
25-4022,New Mexico,58830,620
25-4022,New York,76830,11010
25-4022,North Carolina,61050,4200
25-4022,North Dakota,60940,500
25-4022,Ohio,58880,6090
25-4022,Oklahoma,54330,2400
25-4022,Oregon,74810,1670
25-4022,Pennsylvania,62470,4670
25-4022,Rhode Island,72360,780
25-4022,South Carolina,62250,2180
25-4022,South Dakota,48330,500
25-4022,Tennessee,58850,2590
25-4022,Texas,66220,9320
25-4022,Utah,48830,1610
25-4022,Vermont,57200,600
25-4022,Virginia,67750,4550
25-4022,Washington,97100,2750
25-4022,West Virginia,39740,590
25-4022,Wisconsin,64290,2430
25-4022,Wyoming,45700,430
25-9045,Alabama,22770,7700
25-9045,Alaska,36230,4000
25-9045,Arizona,32810,24780
25-9045,Arkansas,30210,10440
25-9045,California,45080,163070
25-9045,Colorado,36560,19650
25-9045,Connecticut,39530,21130
25-9045,Delaware,37820,4420
25-9045,District of Columbia,41750,3100
25-9045,Florida,30310,48010
25-9045,Georgia,28770,33920
25-9045,Hawaii,35640,5830
25-9045,Idaho,30950,9020
25-9045,Illinois,35730,57750
25-9045,Indiana,30020,26290
25-9045,Iowa,30070,24460
25-9045,Kansas,29690,19780
25-9045,Kentucky,29620,14240
25-9045,Louisiana,29010,14600
25-9045,Maine,40130,8630
25-9045,Maryland,36270,21290
25-9045,Massachusetts,40210,35380
25-9045,Michigan,30670,34540
25-9045,Minnesota,38260,34600
25-9045,Mississippi,21800,9750
25-9045,Missouri,30120,18860
25-9045,Montana,33800,4790
25-9045,Nebraska,30070,9630
25-9045,Nevada,30490,6330
25-9045,New Hampshire,36810,7740
25-9045,New Jersey,36240,52730
25-9045,New Mexico,31120,8160
25-9045,New York,37020,132660
25-9045,North Carolina,27500,31350
25-9045,North Dakota,37510,5880
25-9045,Ohio,35430,43430
25-9045,Oklahoma,25220,13070
25-9045,Oregon,38750,21560
25-9045,Pennsylvania,32220,46260
25-9045,Rhode Island,37500,4130
25-9045,South Carolina,23970,11760
25-9045,South Dakota,27310,4430
25-9045,Tennessee,28360,22780
25-9045,Texas,29360,103220
25-9045,Utah,30140,17960
25-9045,Vermont,38620,5540
25-9045,Virginia,36670,35120
25-9045,Washington,46530,39840
25-9045,West Virginia,28680,4010
25-9045,Wisconsin,35650,25910
25-9045,Wyoming,32070,3810
27-1024,Alabama,46020,2050
27-1024,Alaska,47330,250
27-1024,Arizona,47480,4300
27-1024,Arkansas,44450,1630
27-1024,California,74360,29460
27-1024,Colorado,61700,5100
27-1024,Connecticut,63180,1820
27-1024,Delaware,51180,470
27-1024,District of Columbia,96810,1600
27-1024,Florida,53970,13260
27-1024,Georgia,56460,5620
27-1024,Hawaii,50230,450
27-1024,Idaho,47170,960
27-1024,Illinois,57090,9550
27-1024,Indiana,48570,3920
27-1024,Iowa,45710,2400
27-1024,Kansas,49180,1950
27-1024,Kentucky,48400,1870
27-1024,Louisiana,45580,1140
27-1024,Maine,50810,790
27-1024,Maryland,63250,3230
27-1024,Massachusetts,70300,4930
27-1024,Michigan,51110,5930
27-1024,Minnesota,60310,4840
27-1024,Mississippi,42660,830
27-1024,Missouri,48000,3630
27-1024,Montana,47670,600
27-1024,Nebraska,49620,2010
27-1024,Nevada,55000,1590
27-1024,New Hampshire,61340,800
27-1024,New Jersey,63070,5980
27-1024,New Mexico,47320,910
27-1024,New York,74410,18320
27-1024,North Carolina,53710,7360
27-1024,North Dakota,45150,510
27-1024,Ohio,50470,7350
27-1024,Oklahoma,49150,1750
27-1024,Oregon,59590,4300
27-1024,Pennsylvania,52000,7550
27-1024,Rhode Island,66960,840
27-1024,South Carolina,47740,2160
27-1024,South Dakota,39010,530
27-1024,Tennessee,47740,3820
27-1024,Texas,53100,13760
27-1024,Utah,57040,2800
27-1024,Vermont,57250,650
27-1024,Virginia,62990,5980
27-1024,Washington,67650,5130
27-1024,West Virginia,40280,560
27-1024,Wisconsin,53500,5290
27-1024,Wyoming,47790,210
27-1025,Alabama,57120,570
27-1025,Arizona,57270,1390
27-1025,Arkansas,61240,860
27-1025,California,76300,8590
27-1025,Colorado,66440,2480
27-1025,Connecticut,62670,660
27-1025,Delaware,43210,220
27-1025,District of Columbia,81200,620
27-1025,Florida,59110,6600
27-1025,Georgia,62510,2260
27-1025,Hawaii,54080,210
27-1025,Idaho,58240,240
27-1025,Illinois,62980,2210
27-1025,Indiana,58890,940
27-1025,Iowa,47770,570
27-1025,Kansas,49210,600
27-1025,Kentucky,61500,310
27-1025,Louisiana,47150,260
27-1025,Maine,49050,210
27-1025,Maryland,64570,830
27-1025,Massachusetts,76920,1700
27-1025,Michigan,62500,2250
27-1025,Minnesota,63820,1210
27-1025,Mississippi,44910,140
27-1025,Missouri,60120,900
27-1025,Montana,51170,420
27-1025,Nebraska,50980,440
27-1025,Nevada,66000,530
27-1025,New Hampshire,58350,270
27-1025,New Jersey,62200,1680
27-1025,New Mexico,49980,140
27-1025,New York,74140,6900
27-1025,North Carolina,54340,1960
27-1025,North Dakota,46080,160
27-1025,Ohio,51540,1790
27-1025,Oklahoma,50460,480
27-1025,Oregon,67990,540
27-1025,Pennsylvania,63180,2280
27-1025,Rhode Island,58490,260
27-1025,South Carolina,46950,1140
27-1025,South Dakota,58570,200
27-1025,Tennessee,51390,1290
27-1025,Texas,63000,4850
27-1025,Utah,56050,1110
27-1025,Vermont,56750,110
27-1025,Virginia,63260,1710
27-1025,Washington,74240,1580
27-1025,West Virginia,46910,60
27-1025,Wisconsin,56460,940
27-2022,Alabama,34160,2880
27-2022,Alaska,38170,470
27-2022,Arizona,47770,3470
27-2022,Arkansas,32830,1720
27-2022,California,47860,28700
27-2022,Colorado,43560,3610
27-2022,Connecticut,48580,4320
27-2022,Delaware,46270,610
27-2022,District of Columbia,76970,650
27-2022,Florida,46790,11220
27-2022,Georgia,40770,3330
27-2022,Hawaii,52090,870
27-2022,Idaho,47070,1360
27-2022,Illinois,40090,10610
27-2022,Indiana,32330,6570
27-2022,Iowa,38480,4170
27-2022,Kansas,47070,4470
27-2022,Kentucky,39550,2040
27-2022,Louisiana,45290,2380
27-2022,Maine,46840,1210
27-2022,Maryland,57580,2760
27-2022,Massachusetts,57140,6100
27-2022,Michigan,47180,9500
27-2022,Minnesota,47590,3790
27-2022,Mississippi,42940,1650
27-2022,Missouri,40230,4340
27-2022,Montana,41740,1110
27-2022,Nebraska,47530,1400
27-2022,Nevada,46380,2720
27-2022,New Hampshire,43970,820
27-2022,New Jersey,58160,6920
27-2022,New Mexico,34380,930
27-2022,New York,48290,12710
27-2022,North Carolina,40970,6840
27-2022,North Dakota,36730,1260
27-2022,Ohio,37060,15820
27-2022,Oklahoma,34800,2550
27-2022,Oregon,46720,3560
27-2022,Pennsylvania,43580,9590
27-2022,Rhode Island,52330,560
27-2022,South Carolina,46330,3120
27-2022,South Dakota,35770,990
27-2022,Tennessee,34680,5570
27-2022,Texas,39500,13900
27-2022,Utah,40060,2660
27-2022,Vermont,57240,620
27-2022,Virginia,48580,6220
27-2022,Washington,46780,9570
27-2022,West Virginia,52200,950
27-2022,Wisconsin,39790,5340
27-2022,Wyoming,51100,460
27-3023,Alabama,41080,420
27-3023,Alaska,48240,100
27-3023,Arizona,47090,790
27-3023,Arkansas,34550,220
27-3023,California,90770,4920
27-3023,Colorado,56760,850
27-3023,Connecticut,59140,410
27-3023,District of Columbia,86130,2480
27-3023,Georgia,50150,1480
27-3023,Hawaii,71330,170
27-3023,Idaho,37990,190
27-3023,Illinois,45590,1330
27-3023,Indiana,38940,970
27-3023,Iowa,36270,630
27-3023,Kansas,39740,380
27-3023,Kentucky,37900,530
27-3023,Louisiana,46760,510
27-3023,Maine,45430,260
27-3023,Maryland,56740,690
27-3023,Massachusetts,57290,1000
27-3023,Michigan,46030,1020
27-3023,Minnesota,35100,480
27-3023,Mississippi,43130,290
27-3023,Missouri,42140,580
27-3023,Montana,42280,320
27-3023,Nebraska,37590,570
27-3023,Nevada,61190,300
27-3023,New Hampshire,48900,110
27-3023,New Jersey,58920,1150
27-3023,New Mexico,46560,210
27-3023,North Carolina,54800,860
27-3023,North Dakota,55280,180
27-3023,Ohio,37310,1220
27-3023,Oklahoma,46600,480
27-3023,Oregon,47470,530
27-3023,Pennsylvania,48690,1180
27-3023,Rhode Island,45720,140
27-3023,South Carolina,45480,640
27-3023,South Dakota,36990,230
27-3023,Tennessee,41320,570
27-3023,Texas,50000,2580
27-3023,Utah,50040,220
27-3023,Vermont,39290,130
27-3023,Virginia,50600,1030
27-3023,Washington,59450,1440
27-3023,West Virginia,31800,250
27-3023,Wisconsin,41200,740
27-3023,Wyoming,36650,100
27-3043,Alabama,62410,190
27-3043,Arizona,57790,590
27-3043,Arkansas,46490,230
27-3043,California,94440,8820
27-3043,Colorado,76170,
27-3043,Connecticut,68750,640
27-3043,Delaware,59200,60
27-3043,District of Columbia,94290,1280
27-3043,Florida,56640,2700
27-3043,Georgia,74450,900
27-3043,Hawaii,66000,70
27-3043,Idaho,70490,150
27-3043,Illinois,61250,2390
27-3043,Indiana,59900,570
27-3043,Iowa,54110,260
27-3043,Kansas,63840,110
27-3043,Kentucky,64680,340
27-3043,Louisiana,69400,170
27-3043,Maine,78290,100
27-3043,Maryland,97770,740
27-3043,Massachusetts,75140,1130
27-3043,Michigan,48460,700
27-3043,Minnesota,69990,940
27-3043,Mississippi,45700,120
27-3043,Missouri,59370,450
27-3043,Montana,53120,110
27-3043,Nebraska,62300,160
27-3043,Nevada,61910,280
27-3043,New Jersey,76020,1800
27-3043,New York,98570,7540
27-3043,North Carolina,64520,2300
27-3043,North Dakota,54820,60
27-3043,Ohio,56050,1010
27-3043,Oklahoma,51480,530
27-3043,Oregon,82370,1050
27-3043,Pennsylvania,62500,1370
27-3043,Rhode Island,64990,160
27-3043,South Carolina,45140,390
27-3043,South Dakota,56490,30
27-3043,Tennessee,58830,1040
27-3043,Texas,64530,2180
27-3043,Utah,53130,650
27-3043,Vermont,69990,80
27-3043,Virginia,76940,1920
27-3043,Washington,81530,1160
27-3043,West Virginia,48390,60
27-3043,Wisconsin,56870,600
27-4021,Alabama,33610,470
27-4021,Alaska,43500,40
27-4021,Arizona,37480,1130
27-4021,Arkansas,32430,230
27-4021,California,64740,8100
27-4021,Colorado,43980,1240
27-4021,Connecticut,52340,460
27-4021,Delaware,44320,140
27-4021,District of Columbia,77730,250
27-4021,Florida,35740,4150
27-4021,Georgia,42540,1620
27-4021,Hawaii,46070,480
27-4021,Idaho,62380,
27-4021,Illinois,35840,2420
27-4021,Indiana,38160,980
27-4021,Iowa,36040,470
27-4021,Kansas,33390,340
27-4021,Kentucky,37000,340
27-4021,Louisiana,48590,280
27-4021,Maine,44910,190
27-4021,Maryland,37450,1020
27-4021,Massachusetts,49550,1060
27-4021,Michigan,44270,960
27-4021,Mississippi,37340,160
27-4021,Missouri,39070,870
27-4021,Montana,31150,170
27-4021,Nebraska,32010,400
27-4021,Nevada,40300,840
27-4021,New Hampshire,49400,150
27-4021,New Jersey,49980,1480
27-4021,New Mexico,39690,230
27-4021,New York,60840,4050
27-4021,North Carolina,37730,1770
27-4021,North Dakota,30880,80
27-4021,Ohio,36000,1440
27-4021,Oklahoma,37270,440
27-4021,Oregon,45420,470
27-4021,Pennsylvania,36020,2100
27-4021,Rhode Island,48580,150
27-4021,South Carolina,30510,690
27-4021,South Dakota,36130,100
27-4021,Tennessee,34080,1150
27-4021,Texas,32810,3950
27-4021,Utah,46800,950
27-4021,Vermont,50800,60
27-4021,Virginia,45670,1220
27-4021,Washington,45820,1190
27-4021,West Virginia,31550,120
27-4021,Wisconsin,36520,990
27-4021,Wyoming,46130,80
29-1011,Alabama,59480,350
29-1011,Alaska,124190,110
29-1011,Arizona,76980,960
29-1011,Arkansas,82790,180
29-1011,Colorado,62690,1030
29-1011,Connecticut,105480,240
29-1011,Florida,75130,3360
29-1011,Georgia,82150,
29-1011,Hawaii,99070,110
29-1011,Idaho,75230,270
29-1011,Illinois,61910,2590
29-1011,Indiana,80990,830
29-1011,Iowa,64530,930
29-1011,Kentucky,73570,440
29-1011,Louisiana,75470,200
29-1011,Maine,73410,240
29-1011,Maryland,74510,410
29-1011,Massachusetts,79660,640
29-1011,Michigan,88900,1350
29-1011,Minnesota,71080,1150
29-1011,Mississippi,61650,160
29-1011,Missouri,60850,850
29-1011,Montana,63710,210
29-1011,Nebraska,60430,600
29-1011,Nevada,76530,210
29-1011,New Hampshire,74980,130
29-1011,New Jersey,74020,720
29-1011,New Mexico,79960,120
29-1011,New York,76750,3330
29-1011,North Carolina,79350,890
29-1011,North Dakota,63770,260
29-1011,Ohio,81610,1090
29-1011,Oklahoma,83990,480
29-1011,Oregon,92240,570
29-1011,Pennsylvania,75930,1860
29-1011,Rhode Island,76600,110
29-1011,South Carolina,66070,680
29-1011,South Dakota,78010,220
29-1011,Tennessee,70770,700
29-1011,Texas,77770,3420
29-1011,Utah,67510,320
29-1011,Vermont,79470,130
29-1011,Virginia,64030,840
29-1011,Washington,76940,1050
29-1011,West Virginia,62560,80
29-1011,Wisconsin,75710,1350
29-1011,Wyoming,46960,140
29-1021,Alabama,161300,1140
29-1021,Alaska,225170,320
29-1021,Arizona,217570,2140
29-1021,Arkansas,161010,870
29-1021,California,167010,18820
29-1021,Colorado,133860,3000
29-1021,Connecticut,183240,1450
29-1021,Delaware,218150,350
29-1021,Florida,165110,6740
29-1021,Georgia,177060,3070
29-1021,Hawaii,149660,740
29-1021,Idaho,168820,530
29-1021,Illinois,159290,5840
29-1021,Indiana,162110,2550
29-1021,Iowa,162430,670
29-1021,Kansas,163790,870
29-1021,Kentucky,144360,1090
29-1021,Louisiana,159460,1350
29-1021,Maine,206000,530
29-1021,Maryland,182000,2970
29-1021,Michigan,161720,3840
29-1021,Minnesota,200570,1800
29-1021,Mississippi,105510,720
29-1021,Montana,201610,420
29-1021,Nebraska,139180,790
29-1021,Nevada,128400,850
29-1021,New Hampshire,178770,470
29-1021,New Mexico,182250,840
29-1021,New York,157910,6890
29-1021,North Carolina,177420,4120
29-1021,North Dakota,201810,220
29-1021,Ohio,166980,3560
29-1021,Oklahoma,164670,1230
29-1021,Oregon,166470,1180
29-1021,Pennsylvania,165620,4190
29-1021,Rhode Island,223830,490
29-1021,South Carolina,155050,1850
29-1021,South Dakota,124330,280
29-1021,Tennessee,150220,1450
29-1021,Texas,172270,10910
29-1021,Utah,127570,1570
29-1021,Vermont,239200,250
29-1021,Virginia,173780,3500
29-1021,Washington,171010,2730
29-1021,West Virginia,156000,470
29-1021,Wisconsin,170850,2300
29-1021,Wyoming,156000,230
29-1031,Alabama,62030,830
29-1031,Alaska,77890,130
29-1031,Arizona,66590,1190
29-1031,Arkansas,58240,660
29-1031,California,84690,9940
29-1031,Colorado,68930,1360
29-1031,Connecticut,77080,860
29-1031,Delaware,68420,350
29-1031,District of Columbia,81220,310
29-1031,Florida,68020,4430
29-1031,Georgia,68910,1530
29-1031,Hawaii,79650,360
29-1031,Idaho,66450,260
29-1031,Illinois,63440,2410
29-1031,Indiana,59960,1570
29-1031,Iowa,66700,590
29-1031,Kansas,64660,470
29-1031,Kentucky,63210,1040
29-1031,Louisiana,64130,670
29-1031,Maine,67550,240
29-1031,Maryland,75700,1370
29-1031,Massachusetts,74970,2340
29-1031,Michigan,69660,2140
29-1031,Minnesota,72660,1720
29-1031,Mississippi,57670,580
29-1031,Missouri,57720,2190
29-1031,Montana,64120,300
29-1031,Nebraska,63610,510
29-1031,Nevada,66760,510
29-1031,New Hampshire,73670,280
29-1031,New Jersey,79910,2320
29-1031,New Mexico,63010,440
29-1031,New York,77900,5200
29-1031,North Carolina,63010,2220
29-1031,North Dakota,66370,170
29-1031,Ohio,64200,2870
29-1031,Oklahoma,65990,700
29-1031,Oregon,81600,660
29-1031,Pennsylvania,63210,3630
29-1031,Rhode Island,67040,340
29-1031,South Carolina,64320,850
29-1031,South Dakota,63650,200
29-1031,Tennessee,61270,1530
29-1031,Texas,64400,4980
29-1031,Utah,57870,1310
29-1031,Vermont,73690,170
29-1031,Virginia,73500,1500
29-1031,Washington,77470,1650
29-1031,West Virginia,69100,480
29-1031,Wisconsin,66630,1390
29-1031,Wyoming,67320,100
29-1041,Alabama,117900,490
29-1041,Alaska,155230,70
29-1041,Arizona,133500,710
29-1041,Arkansas,129680,250
29-1041,California,134020,6190
