fips,state,county,year,acs_median_household_income,acs_median_gross_rent,acs_rent_burden_pct,acs_poverty_rate,bls_unemployment_rate
46069,South Dakota,Hyde County,2023,74279.0,921.0,30.1,8.16,2.57
46071,South Dakota,Jackson County,2023,26686.0,460.0,26.8,37.45,8.42
46073,South Dakota,Jerauld County,2023,75417.0,565.0,18.8,10.43,1.14
46075,South Dakota,Jones County,2023,64688.0,544.0,14.7,15.84,0.0
46077,South Dakota,Kingsbury County,2023,70221.0,725.0,34.0,9.72,1.28
46079,South Dakota,Lake County,2023,73792.0,868.0,26.5,9.36,2.4
46081,South Dakota,Lawrence County,2023,66766.0,923.0,26.3,11.78,2.26
46083,South Dakota,Lincoln County,2023,96552.0,1237.0,26.1,5.77,1.56
46085,South Dakota,Lyman County,2023,61169.0,603.0,17.8,24.59,3.71
46087,South Dakota,McCook County,2023,80847.0,750.0,21.9,7.4,1.73
46089,South Dakota,McPherson County,2023,62024.0,580.0,23.8,12.58,0.63
46091,South Dakota,Marshall County,2023,72500.0,743.0,18.4,7.86,1.08
46093,South Dakota,Meade County,2023,74161.0,1150.0,26.0,7.65,3.22
46095,South Dakota,Mellette County,2023,51364.0,737.0,20.0,46.19,14.67
46097,South Dakota,Miner County,2023,72589.0,563.0,15.9,10.3,0.85
46099,South Dakota,Minnehaha County,2023,76074.0,954.0,25.3,8.84,2.26
46101,South Dakota,Moody County,2023,77500.0,723.0,21.6,9.92,3.07
46102,South Dakota,Oglala Lakota County,2023,34769.0,563.0,20.8,52.79,12.76
46103,South Dakota,Pennington County,2023,70768.0,1066.0,29.1,12.04,3.27
46105,South Dakota,Perkins County,2023,65455.0,703.0,24.1,11.75,3.5
46107,South Dakota,Potter County,2023,71726.0,869.0,24.7,7.67,2.89
46109,South Dakota,Roberts County,2023,63691.0,656.0,22.4,17.33,6.2
46111,South Dakota,Sanborn County,2023,69870.0,717.0,27.3,11.42,1.13
46115,South Dakota,Spink County,2023,73011.0,691.0,17.9,9.25,1.6
46117,South Dakota,Stanley County,2023,77000.0,896.0,24.9,2.06,0.34
46119,South Dakota,Sully County,2023,70250.0,913.0,26.4,7.94,0.0
46121,South Dakota,Todd County,2023,39148.0,537.0,20.4,49.0,17.29
46123,South Dakota,Tripp County,2023,58854.0,809.0,37.0,18.93,1.62
46125,South Dakota,Turner County,2023,75283.0,745.0,23.2,8.52,1.32
46127,South Dakota,Union County,2023,84137.0,1055.0,24.3,7.29,3.52
46129,South Dakota,Walworth County,2023,62722.0,962.0,26.1,15.28,3.67
46135,South Dakota,Yankton County,2023,73855.0,777.0,22.7,9.36,1.61
46137,South Dakota,Ziebach County,2023,47333.0,715.0,28.2,38.22,24.19
47001,Tennessee,Anderson County,2023,63171.0,960.0,27.8,14.85,4.97
47003,Tennessee,Bedford County,2023,62197.0,917.0,28.5,13.6,4.01
47005,Tennessee,Benton County,2023,50435.0,788.0,26.3,18.48,5.36
47007,Tennessee,Bledsoe County,2023,49655.0,779.0,24.9,24.97,5.23
47009,Tennessee,Blount County,2023,74607.0,1042.0,25.4,8.88,3.71
47011,Tennessee,Bradley County,2023,63789.0,959.0,28.5,13.13,5.86
47013,Tennessee,Campbell County,2023,50260.0,715.0,26.1,19.17,5.23
47015,Tennessee,Cannon County,2023,58092.0,781.0,27.1,16.52,2.37
47017,Tennessee,Carroll County,2023,50391.0,757.0,26.1,16.44,4.17
47019,Tennessee,Carter County,2023,48435.0,738.0,25.4,17.97,6.83
47021,Tennessee,Cheatham County,2023,82015.0,1274.0,25.6,8.11,3.83
47023,Tennessee,Chester County,2023,60543.0,714.0,24.2,15.59,5.37
47025,Tennessee,Claiborne County,2023,46587.0,736.0,27.0,18.18,4.62
47027,Tennessee,Clay County,2023,44712.0,546.0,24.9,21.73,5.22
47029,Tennessee,Cocke County,2023,48416.0,787.0,24.8,20.28,4.38
47031,Tennessee,Coffee County,2023,60656.0,885.0,27.3,16.14,4.01
47033,Tennessee,Crockett County,2023,59049.0,854.0,24.0,14.81,3.35
47035,Tennessee,Cumberland County,2023,58475.0,829.0,23.9,13.41,4.87
47037,Tennessee,Davidson County,2023,75664.0,1485.0,30.8,13.92,4.57
47039,Tennessee,Decatur County,2023,46190.0,716.0,23.3,21.6,8.32
47041,Tennessee,DeKalb County,2023,48484.0,773.0,31.6,21.41,5.97
47043,Tennessee,Dickson County,2023,73223.0,972.0,23.2,9.9,2.97
47045,Tennessee,Dyer County,2023,54973.0,760.0,25.4,17.88,3.84
47047,Tennessee,Fayette County,2023,84764.0,883.0,28.3,10.82,4.81
47049,Tennessee,Fentress County,2023,50865.0,614.0,29.2,20.94,4.42
47051,Tennessee,Franklin County,2023,61553.0,863.0,26.9,12.71,2.86
47053,Tennessee,Gibson County,2023,59009.0,797.0,27.6,13.41,5.22
47055,Tennessee,Giles County,2023,61476.0,836.0,23.9,14.3,5.09
47057,Tennessee,Grainger County,2023,51351.0,726.0,29.8,16.36,5.16
47059,Tennessee,Greene County,2023,54071.0,713.0,24.1,15.18,5.44
47061,Tennessee,Grundy County,2023,45573.0,723.0,27.9,19.18,7.16
47063,Tennessee,Hamblen County,2023,52794.0,838.0,29.2,17.17,6.13
47065,Tennessee,Hamilton County,2023,72568.0,1163.0,28.5,12.54,4.17
47067,Tennessee,Hancock County,2023,31995.0,592.0,31.2,31.48,7.28
47069,Tennessee,Hardeman County,2023,46173.0,818.0,31.9,17.32,11.24
47071,Tennessee,Hardin County,2023,49149.0,770.0,26.4,20.8,4.33
47073,Tennessee,Hawkins County,2023,55278.0,744.0,25.2,17.13,8.4
47075,Tennessee,Haywood County,2023,43513.0,725.0,29.8,22.79,6.6
47077,Tennessee,Henderson County,2023,53471.0,812.0,25.8,16.84,7.11
47079,Tennessee,Henry County,2023,48540.0,741.0,24.2,18.31,3.35
47081,Tennessee,Hickman County,2023,57223.0,877.0,27.7,14.09,3.16
47083,Tennessee,Houston County,2023,54475.0,685.0,22.5,13.76,6.65
47085,Tennessee,Humphreys County,2023,59333.0,830.0,26.1,13.72,9.71
47087,Tennessee,Jackson County,2023,41475.0,804.0,35.4,20.66,7.73
47089,Tennessee,Jefferson County,2023,63084.0,880.0,24.3,11.52,5.43
47091,Tennessee,Johnson County,2023,52152.0,639.0,27.3,22.09,3.69
47093,Tennessee,Knox County,2023,71662.0,1180.0,29.9,12.25,3.58
47095,Tennessee,Lake County,2023,30500.0,472.0,28.5,32.33,4.25
47097,Tennessee,Lauderdale County,2023,49205.0,729.0,28.3,18.71,5.11
47099,Tennessee,Lawrence County,2023,53233.0,736.0,27.5,15.26,5.64
47101,Tennessee,Lewis County,2023,49477.0,735.0,26.3,15.88,3.45
47103,Tennessee,Lincoln County,2023,63115.0,782.0,22.6,12.42,3.84
47105,Tennessee,Loudon County,2023,80296.0,995.0,24.9,12.64,2.68
47107,Tennessee,McMinn County,2023,59674.0,792.0,26.0,13.31,5.27
47109,Tennessee,McNairy County,2023,50714.0,706.0,23.4,16.13,5.71
47111,Tennessee,Macon County,2023,56269.0,805.0,26.9,15.2,3.64
47113,Tennessee,Madison County,2023,58189.0,1076.0,33.2,18.59,7.29
47115,Tennessee,Marion County,2023,58103.0,840.0,26.6,16.92,7.74
47117,Tennessee,Marshall County,2023,70829.0,924.0,26.0,14.23,4.47
47119,Tennessee,Maury County,2023,74162.0,1206.0,28.0,9.95,2.46
47121,Tennessee,Meigs County,2023,58395.0,845.0,27.4,14.29,6.77
47123,Tennessee,Monroe County,2023,56648.0,699.0,28.9,16.07,5.25
47125,Tennessee,Montgomery County,2023,72365.0,1219.0,28.2,11.64,4.86
47127,Tennessee,Moore County,2023,66687.0,746.0,26.7,11.26,5.07
47129,Tennessee,Morgan County,2023,57408.0,742.0,28.6,18.82,6.0
47131,Tennessee,Obion County,2023,53102.0,770.0,25.1,17.0,3.76
47133,Tennessee,Overton County,2023,46159.0,833.0,27.3,18.05,2.91
47135,Tennessee,Perry County,2023,50489.0,747.0,24.5,17.73,8.91
47137,Tennessee,Pickett County,2023,44591.0,755.0,23.5,25.83,3.5
47139,Tennessee,Polk County,2023,60227.0,668.0,30.2,13.34,4.25
47141,Tennessee,Putnam County,2023,56537.0,881.0,29.5,16.94,3.75
47143,Tennessee,Rhea County,2023,58133.0,796.0,25.9,15.34,6.32
47145,Tennessee,Roane County,2023,66218.0,767.0,28.2,12.72,4.8
47147,Tennessee,Robertson County,2023,78439.0,1176.0,26.9,10.21,3.54
47149,Tennessee,Rutherford County,2023,82588.0,1405.0,30.0,9.19,3.31
47151,Tennessee,Scott County,2023,42679.0,691.0,26.6,24.89,7.35
47153,Tennessee,Sequatchie County,2023,52260.0,842.0,39.1,23.59,4.88
47155,Tennessee,Sevier County,2023,63829.0,1013.0,25.2,13.64,3.41
47157,Tennessee,Shelby County,2023,62337.0,1170.0,31.9,17.54,7.14
47159,Tennessee,Smith County,2023,62799.0,877.0,23.3,13.27,3.12
47161,Tennessee,Stewart County,2023,62052.0,837.0,19.9,12.0,3.03
47163,Tennessee,Sullivan County,2023,56802.0,850.0,27.2,14.91,6.03
47165,Tennessee,Sumner County,2023,86005.0,1339.0,29.0,8.95,3.21
47167,Tennessee,Tipton County,2023,71736.0,1007.0,26.3,11.57,5.46
47169,Tennessee,Trousdale County,2023,63190.0,805.0,24.6,10.34,0.59
47171,Tennessee,Unicoi County,2023,50381.0,665.0,30.5,14.22,5.14
47173,Tennessee,Union County,2023,61858.0,849.0,26.3,13.94,4.07
47175,Tennessee,Van Buren County,2023,60281.0,705.0,23.9,13.85,3.7
47177,Tennessee,Warren County,2023,54088.0,775.0,28.4,15.34,3.8
47179,Tennessee,Washington County,2023,61051.0,951.0,29.4,15.81,4.96
47181,Tennessee,Wayne County,2023,52824.0,619.0,36.5,18.54,3.77
47183,Tennessee,Weakley County,2023,49502.0,760.0,26.4,19.31,2.94
47185,Tennessee,White County,2023,52206.0,838.0,26.0,14.75,4.6
47187,Tennessee,Williamson County,2023,131202.0,1895.0,28.7,4.51,2.0
47189,Tennessee,Wilson County,2023,94048.0,1370.0,28.9,7.61,3.47
48001,Texas,Anderson County,2023,58846.0,1006.0,33.2,17.05,5.32
48003,Texas,Andrews County,2023,76902.0,1364.0,21.3,14.22,2.34
48005,Texas,Angelina County,2023,58847.0,1056.0,30.7,16.27,5.42
48007,Texas,Aransas County,2023,61754.0,1052.0,29.2,18.69,6.17
48009,Texas,Archer County,2023,71958.0,766.0,21.8,11.72,3.35
48011,Texas,Armstrong County,2023,68462.0,1010.0,25.0,5.8,0.92
48013,Texas,Atascosa County,2023,69413.0,997.0,26.3,16.13,4.54
48015,Texas,Austin County,2023,75994.0,1111.0,29.9,14.5,4.19
48017,Texas,Bailey County,2023,70625.0,744.0,22.0,13.59,0.46
48019,Texas,Bandera County,2023,69703.0,998.0,23.4,16.12,7.39
48021,Texas,Bastrop County,2023,82730.0,1342.0,25.4,12.42,4.6
48023,Texas,Baylor County,2023,42313.0,685.0,27.1,20.79,3.79
48025,Texas,Bee County,2023,56075.0,1028.0,30.5,16.97,5.9
48027,Texas,Bell County,2023,66051.0,1168.0,30.5,14.63,6.49
48029,Texas,Bexar County,2023,70571.0,1290.0,31.3,14.7,5.34
48031,Texas,Blanco County,2023,87564.0,920.0,27.8,8.68,3.5
48033,Texas,Borden County,2023,64250.0,,9.0,4.84,0.31
48035,Texas,Bosque County,2023,69339.0,926.0,23.3,9.1,4.06
48037,Texas,Bowie County,2023,59295.0,966.0,30.0,16.29,3.65
48039,Texas,Brazoria County,2023,95155.0,1410.0,29.7,7.34,4.52
48041,Texas,Brazos County,2023,58388.0,1160.0,36.2,23.87,4.62
48043,Texas,Brewster County,2023,52612.0,768.0,23.9,8.41,2.22
48045,Texas,Briscoe County,2023,41188.0,692.0,16.7,15.33,0.0
48047,Texas,Brooks County,2023,31310.0,487.0,23.1,30.65,3.51
48049,Texas,Brown County,2023,55305.0,887.0,31.9,14.52,4.8
48051,Texas,Burleson County,2023,72888.0,909.0,25.8,12.63,2.92
48053,Texas,Burnet County,2023,77158.0,1324.0,27.0,7.99,2.32
48055,Texas,Caldwell County,2023,68503.0,1145.0,27.1,13.86,3.16
48057,Texas,Calhoun County,2023,71870.0,1121.0,24.5,8.73,4.46
48059,Texas,Callahan County,2023,68455.0,881.0,30.5,10.07,5.13
48061,Texas,Cameron County,2023,51334.0,899.0,30.1,24.42,5.73
48063,Texas,Camp County,2023,55061.0,774.0,32.4,22.45,5.83
48065,Texas,Carson County,2023,84583.0,933.0,20.5,7.25,1.3
48067,Texas,Cass County,2023,54328.0,821.0,30.5,17.26,5.98
48069,Texas,Castro County,2023,63485.0,910.0,21.5,13.95,2.65
48071,Texas,Chambers County,2023,108114.0,1548.0,23.9,13.08,7.29
48073,Texas,Cherokee County,2023,59830.0,880.0,26.5,17.92,6.17
48075,Texas,Childress County,2023,60333.0,934.0,18.0,9.75,0.52
48077,Texas,Clay County,2023,77355.0,825.0,23.0,10.43,1.87
48079,Texas,Cochran County,2023,42137.0,738.0,22.3,27.34,6.19
48081,Texas,Coke County,2023,46431.0,687.0,27.4,14.14,5.98
48083,Texas,Coleman County,2023,52364.0,714.0,25.0,15.05,5.9
48085,Texas,Collin County,2023,117588.0,1792.0,28.7,6.3,4.11
48087,Texas,Collingsworth County,2023,60165.0,619.0,14.7,26.17,1.22
48089,Texas,Colorado County,2023,68554.0,1002.0,25.3,10.68,3.89
48091,Texas,Comal County,2023,99015.0,1460.0,29.7,6.44,3.48
48093,Texas,Comanche County,2023,59946.0,823.0,27.4,14.13,6.73
48095,Texas,Concho County,2023,59632.0,919.0,20.4,13.31,0.99
48097,Texas,Cooke County,2023,72472.0,1088.0,27.9,14.07,4.3
48099,Texas,Coryell County,2023,68904.0,1120.0,26.7,9.87,4.7
48101,Texas,Cottle County,2023,58819.0,323.0,21.9,22.82,6.4
48103,Texas,Crane County,2023,59915.0,883.0,25.1,8.2,3.69
48105,Texas,Crockett County,2023,81739.0,585.0,13.6,3.26,2.78
48107,Texas,Crosby County,2023,52197.0,637.0,30.4,22.09,6.22
48109,Texas,Culberson County,2023,42672.0,971.0,13.2,17.69,0.65
48111,Texas,Dallam County,2023,72332.0,1074.0,18.8,9.98,1.43
48113,Texas,Dallas County,2023,74149.0,1469.0,30.3,13.99,4.88
48115,Texas,Dawson County,2023,55789.0,873.0,29.4,17.68,7.89
48117,Texas,Deaf Smith County,2023,54114.0,919.0,21.9,15.82,3.27
48119,Texas,Delta County,2023,62855.0,857.0,30.3,13.99,3.33
48121,Texas,Denton County,2023,108185.0,1642.0,29.9,7.03,3.95
48123,Texas,DeWitt County,2023,64014.0,955.0,25.6,15.87,4.16
48125,Texas,Dickens County,2023,50417.0,753.0,34.4,14.5,6.67
48127,Texas,Dimmit County,2023,33409.0,753.0,24.6,44.83,6.84
48129,Texas,Donley County,2023,56648.0,686.0,19.3,8.31,0.0
48131,Texas,Duval County,2023,50081.0,737.0,18.6,29.03,7.93
48133,Texas,Eastland County,2023,51741.0,803.0,26.4,14.65,4.91
48135,Texas,Ector County,2023,71031.0,1284.0,30.8,15.27,5.58
48137,Texas,Edwards County,2023,38500.0,714.0,16.4,25.29,0.0
48139,Texas,Ellis County,2023,95898.0,1449.0,31.5,8.12,4.02
48141,Texas,El Paso County,2023,58859.0,1045.0,31.2,18.89,5.92
48143,Texas,Erath County,2023,65351.0,1134.0,31.9,15.93,5.29
48145,Texas,Falls County,2023,55372.0,747.0,31.4,14.56,7.17
48147,Texas,Fannin County,2023,68377.0,994.0,25.2,14.2,4.54
48149,Texas,Fayette County,2023,76541.0,909.0,24.4,8.83,2.92
48151,Texas,Fisher County,2023,64700.0,629.0,19.3,10.33,3.58
48153,Texas,Floyd County,2023,55461.0,587.0,26.7,18.11,3.77
48155,Texas,Foard County,2023,42212.0,577.0,28.8,20.86,6.74
48157,Texas,Fort Bend County,2023,113409.0,1770.0,31.0,7.18,5.0
48159,Texas,Franklin County,2023,66800.0,948.0,24.6,11.07,6.41
48161,Texas,Freestone County,2023,58460.0,844.0,32.1,14.31,1.85
48163,Texas,Frio County,2023,60098.0,1006.0,32.1,19.56,5.33
48165,Texas,Gaines County,2023,76605.0,788.0,26.0,7.37,2.17
48167,Texas,Galveston County,2023,85348.0,1360.0,31.3,11.15,5.51
48169,Texas,Garza County,2023,50545.0,797.0,19.8,14.03,6.9
48171,Texas,Gillespie County,2023,67799.0,1331.0,29.8,9.49,3.83
48173,Texas,Glasscock County,2023,106806.0,,-666666666.0,8.5,1.24
48175,Texas,Goliad County,2023,59556.0,724.0,29.1,9.21,5.49
48177,Texas,Gonzales County,2023,59355.0,837.0,25.9,14.53,1.44
48179,Texas,Gray County,2023,56082.0,898.0,30.7,16.29,5.28
48181,Texas,Grayson County,2023,70455.0,1178.0,28.8,11.13,3.55
48183,Texas,Gregg County,2023,64809.0,1072.0,28.9,17.02,3.68
48185,Texas,Grimes County,2023,67080.0,985.0,33.0,13.33,4.63
48187,Texas,Guadalupe County,2023,93776.0,1439.0,26.6,8.8,4.28
48189,Texas,Hale County,2023,52788.0,798.0,26.6,18.96,4.06
48191,Texas,Hall County,2023,46728.0,610.0,19.7,16.38,9.27
48193,Texas,Hamilton County,2023,55339.0,847.0,29.0,18.38,6.11
48195,Texas,Hansford County,2023,68299.0,770.0,27.0,7.75,5.52
48197,Texas,Hardeman County,2023,61179.0,688.0,20.8,12.81,1.59
48199,Texas,Hardin County,2023,72532.0,1011.0,29.4,12.32,5.14
48201,Texas,Harris County,2023,73104.0,1349.0,31.6,15.92,6.41
48203,Texas,Harrison County,2023,66040.0,977.0,30.6,17.38,5.98
48205,Texas,Hartley County,2023,82122.0,1023.0,22.5,6.76,2.37
48207,Texas,Haskell County,2023,54044.0,824.0,23.4,14.19,5.44
48209,Texas,Hays County,2023,85827.0,1417.0,34.7,12.02,4.6
48211,Texas,Hemphill County,2023,72052.0,946.0,32.4,3.47,4.81
48213,Texas,Henderson County,2023,63955.0,978.0,30.4,14.18,4.96
48215,Texas,Hidalgo County,2023,52281.0,925.0,29.7,27.19,7.55
48217,Texas,Hill County,2023,63147.0,929.0,29.5,14.22,4.25
48219,Texas,Hockley County,2023,54810.0,813.0,26.1,12.61,4.87
48221,Texas,Hood County,2023,86802.0,1414.0,30.4,8.19,6.15
48223,Texas,Hopkins County,2023,64725.0,1038.0,25.2,12.25,4.53
48225,Texas,Houston County,2023,54563.0,873.0,29.6,16.25,6.57
48227,Texas,Howard County,2023,71457.0,993.0,25.8,15.07,4.96
48229,Texas,Hudspeth County,2023,39336.0,664.0,21.9,18.98,11.95
48231,Texas,Hunt County,2023,70112.0,1184.0,27.5,12.41,5.51
48233,Texas,Hutchinson County,2023,65470.0,852.0,26.0,11.59,2.31
48235,Texas,Irion County,2023,58125.0,1028.0,40.4,7.47,0.62
48237,Texas,Jack County,2023,65693.0,968.0,28.1,13.49,9.78
48239,Texas,Jackson County,2023,61752.0,1011.0,27.9,14.14,5.5
48241,Texas,Jasper County,2023,49919.0,790.0,31.1,22.25,13.98
48243,Texas,Jeff Davis County,2023,32625.0,1314.0,51.0,31.16,0.0
48245,Texas,Jefferson County,2023,59934.0,1079.0,30.1,18.76,5.51
48247,Texas,Jim Hogg County,2023,42230.0,820.0,29.9,31.41,8.4
48249,Texas,Jim Wells County,2023,47492.0,885.0,34.0,23.22,5.57
48251,Texas,Johnson County,2023,81826.0,1343.0,30.0,10.73,3.54
48253,Texas,Jones County,2023,63472.0,938.0,27.2,12.64,4.86
48255,Texas,Karnes County,2023,59103.0,872.0,23.8,21.31,4.58
48257,Texas,Kaufman County,2023,88606.0,1408.0,31.4,9.7,4.8
48259,Texas,Kendall County,2023,110498.0,1576.0,32.8,5.09,4.7
48263,Texas,Kent County,2023,71420.0,856.0,13.1,8.36,8.8
48265,Texas,Kerr County,2023,67927.0,1079.0,28.2,11.71,2.93
48267,Texas,Kimble County,2023,65703.0,795.0,24.6,15.04,1.13
48269,Texas,King County,2023,70192.0,,-666666666.0,15.34,0.0
48271,Texas,Kinney County,2023,66341.0,771.0,27.3,11.31,1.62
48273,Texas,Kleberg County,2023,57612.0,1022.0,30.2,28.84,7.42
48275,Texas,Knox County,2023,56304.0,661.0,19.4,11.37,1.28
48277,Texas,Lamar County,2023,61122.0,897.0,28.5,18.71,3.89
48279,Texas,Lamb County,2023,56997.0,900.0,28.2,15.95,2.89
48281,Texas,Lampasas County,2023,76919.0,961.0,28.9,9.16,4.66
48283,Texas,La Salle County,2023,55469.0,,9.0,22.0,2.47
48285,Texas,Lavaca County,2023,61768.0,879.0,25.0,9.44,3.0
48287,Texas,Lee County,2023,66000.0,1050.0,31.0,12.22,5.25
48289,Texas,Leon County,2023,59975.0,798.0,21.2,14.39,3.88
48291,Texas,Liberty County,2023,64773.0,1038.0,35.3,17.68,7.08
48293,Texas,Limestone County,2023,58109.0,835.0,28.5,19.37,3.15
48295,Texas,Lipscomb County,2023,71442.0,807.0,16.8,13.58,7.39
48297,Texas,Live Oak County,2023,53869.0,949.0,21.5,17.2,5.4
48299,Texas,Llano County,2023,65636.0,995.0,30.3,11.7,5.31
48301,Texas,Loving County,2023,51087.0,,-666666666.0,9.26,0.0
48303,Texas,Lubbock County,2023,63367.0,1134.0,31.5,17.2,4.66
48305,Texas,Lynn County,2023,57411.0,933.0,31.1,17.49,4.3
48307,Texas,McCulloch County,2023,51919.0,838.0,25.7,14.59,10.48
48309,Texas,McLennan County,2023,63888.0,1106.0,33.0,17.11,4.49
48311,Texas,McMullen County,2023,45833.0,,-666666666.0,9.15,0.0
48313,Texas,Madison County,2023,67128.0,832.0,19.5,13.4,5.92
48315,Texas,Marion County,2023,47447.0,854.0,34.1,18.38,8.41
48317,Texas,Martin County,2023,77083.0,1175.0,26.1,8.11,6.3
48319,Texas,Mason County,2023,68750.0,751.0,28.8,6.42,2.3
48321,Texas,Matagorda County,2023,55174.0,998.0,33.8,21.77,6.9
48323,Texas,Maverick County,2023,51270.0,789.0,29.4,22.64,7.6
48325,Texas,Medina County,2023,73462.0,1091.0,28.9,11.27,3.23
48327,Texas,Menard County,2023,48191.0,810.0,19.5,21.09,14.4
48329,Texas,Midland County,2023,93984.0,1383.0,28.9,10.63,3.69
48331,Texas,Milam County,2023,59076.0,948.0,30.5,15.78,5.39
48333,Texas,Mills County,2023,64494.0,713.0,20.5,7.7,3.89
48335,Texas,Mitchell County,2023,56033.0,481.0,30.9,13.21,4.72
48337,Texas,Montague County,2023,62818.0,957.0,26.5,13.5,5.28
48339,Texas,Montgomery County,2023,97266.0,1471.0,28.3,9.29,4.57
48341,Texas,Moore County,2023,61325.0,894.0,21.6,15.35,2.15
48343,Texas,Morris County,2023,55082.0,824.0,29.0,16.87,7.28
48345,Texas,Motley County,2023,62857.0,725.0,11.4,9.71,0.96
48347,Texas,Nacogdoches County,2023,51528.0,923.0,34.6,22.27,7.15
48349,Texas,Navarro County,2023,59310.0,1039.0,28.9,16.83,3.84
48351,Texas,Newton County,2023,41044.0,877.0,29.3,22.4,10.53
48353,Texas,Nolan County,2023,50160.0,866.0,28.6,18.83,5.68
48355,Texas,Nueces County,2023,66021.0,1224.0,31.1,17.67,5.51
48357,Texas,Ochiltree County,2023,64988.0,905.0,23.6,15.54,1.11
48359,Texas,Oldham County,2023,76402.0,1125.0,36.0,17.66,0.71
48361,Texas,Orange County,2023,73372.0,1018.0,28.7,12.68,6.34
48363,Texas,Palo Pinto County,2023,64972.0,1024.0,30.9,17.0,7.62
48365,Texas,Panola County,2023,62593.0,810.0,28.7,11.88,2.57
48367,Texas,Parker County,2023,102099.0,1440.0,30.0,7.77,3.88
48369,Texas,Parmer County,2023,68164.0,1015.0,21.8,9.64,2.48
48371,Texas,Pecos County,2023,67689.0,973.0,24.0,27.37,1.24
48373,Texas,Polk County,2023,59066.0,1009.0,27.8,18.05,8.96
48375,Texas,Potter County,2023,50448.0,989.0,29.0,20.88,3.98
48377,Texas,Presidio County,2023,29014.0,445.0,25.3,36.3,11.1
48379,Texas,Rains County,2023,64874.0,895.0,26.4,12.8,2.4
48381,Texas,Randall County,2023,80905.0,1119.0,26.9,9.51,2.91
48383,Texas,Reagan County,2023,70288.0,806.0,21.5,11.13,8.28
48385,Texas,Real County,2023,45417.0,877.0,32.5,20.5,6.97
48387,Texas,Red River County,2023,46912.0,902.0,39.5,20.9,1.97
48389,Texas,Reeves County,2023,56056.0,988.0,28.9,21.87,4.02
48391,Texas,Refugio County,2023,58016.0,842.0,33.7,17.26,5.72
48393,Texas,Roberts County,2023,66118.0,769.0,11.8,6.43,0.54
48395,Texas,Robertson County,2023,66250.0,773.0,28.2,16.5,8.13
48397,Texas,Rockwall County,2023,124917.0,1899.0,28.9,4.3,4.04
48399,Texas,Runnels County,2023,63490.0,894.0,19.4,10.41,4.25
48401,Texas,Rusk County,2023,67506.0,997.0,28.0,14.29,3.77
48403,Texas,Sabine County,2023,59924.0,738.0,24.2,14.32,6.94
48405,Texas,San Augustine County,2023,46338.0,741.0,38.0,27.47,9.42
48407,Texas,San Jacinto County,2023,59526.0,1018.0,24.9,17.71,7.06
48409,Texas,San Patricio County,2023,67512.0,1239.0,30.6,15.15,4.25
48411,Texas,San Saba County,2023,54855.0,894.0,22.7,14.47,2.9
48413,Texas,Schleicher County,2023,90141.0,627.0,14.2,8.96,5.17
48415,Texas,Scurry County,2023,62689.0,913.0,22.8,9.79,2.08
48417,Texas,Shackelford County,2023,64659.0,485.0,29.6,11.58,6.07
48419,Texas,Shelby County,2023,50436.0,832.0,24.0,23.54,4.09
48421,Texas,Sherman County,2023,74167.0,881.0,16.4,6.29,3.17
48423,Texas,Smith County,2023,71923.0,1197.0,28.7,12.21,4.08
48425,Texas,Somervell County,2023,83382.0,927.0,26.7,6.5,3.95
48427,Texas,Starr County,2023,38182.0,715.0,34.6,33.5,10.8
48429,Texas,Stephens County,2023,54695.0,802.0,26.7,13.5,5.9
48431,Texas,Sterling County,2023,78750.0,968.0,40.7,2.73,2.32
48433,Texas,Stonewall County,2023,61250.0,620.0,16.3,8.71,2.82
48435,Texas,Sutton County,2023,75000.0,770.0,18.4,11.59,4.46
48437,Texas,Swisher County,2023,39031.0,729.0,28.9,29.46,4.32
48439,Texas,Tarrant County,2023,81905.0,1447.0,32.1,10.92,4.66
48441,Texas,Taylor County,2023,66406.0,1111.0,29.6,13.52,2.12
48443,Texas,Terrell County,2023,46989.0,,-666666666.0,8.23,0.0
48445,Texas,Terry County,2023,45905.0,813.0,35.0,21.85,3.78
48447,Texas,Throckmorton County,2023,58864.0,548.0,19.5,13.97,2.65
48449,Texas,Titus County,2023,59220.0,817.0,25.5,17.35,3.62
48451,Texas,Tom Green County,2023,66254.0,1125.0,30.1,11.72,2.95
48453,Texas,Travis County,2023,97169.0,1669.0,29.0,10.99,4.33
48455,Texas,Trinity County,2023,51663.0,823.0,30.4,16.11,7.11
48457,Texas,Tyler County,2023,50647.0,951.0,28.9,19.57,8.93
48459,Texas,Upshur County,2023,62794.0,1015.0,26.3,13.26,4.44
48461,Texas,Upton County,2023,52321.0,689.0,16.8,17.05,3.84
48463,Texas,Uvalde County,2023,57849.0,966.0,26.7,21.85,3.16
48465,Texas,Val Verde County,2023,59673.0,956.0,25.5,18.28,4.48
48467,Texas,Van Zandt County,2023,68274.0,1010.0,29.1,11.49,3.95
48469,Texas,Victoria County,2023,70101.0,1151.0,29.0,15.97,4.28
48471,Texas,Walker County,2023,49862.0,986.0,36.3,17.93,7.39
48473,Texas,Waller County,2023,76135.0,1210.0,28.2,13.49,6.14
48475,Texas,Ward County,2023,71719.0,939.0,19.3,14.56,4.05
48477,Texas,Washington County,2023,75085.0,1091.0,28.5,12.65,2.6
48479,Texas,Webb County,2023,62506.0,997.0,31.4,21.05,5.54
